Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
101376,2bRKxuH1o7pTmb1y4GfdEc,White Noise Baby Sleep;White Noise for Babies,Best White Noise for Baby Sleep - Loopable with No Fade,Clean White Noise - Loopable with no fade,85.0,90228,False,0.0,0.00342,8,-28.46,1,0.0,0.791,1.0,0.111,0.0,0.0,0,sleep
101050,5UBonaClAZVfzxJNn8nnhh,Sleep Miracle,Brown Sleep Noise,Brown Sleep Noise,80.0,248000,False,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4,sleep
95750,6srBp90EwADKAF7PorGiUC,Adolescent's Orquesta,Ahora Más Que Nunca,Virgen,77.0,271766,False,0.662,0.776,8,-4.707,1,0.0457,0.715,0.000411,0.106,0.724,90.838,4,salsa
101100,5pGBDKBaR63vuJ4g8ialcU,Water Sound Natural White Noise,White Noise Spa – Calming Noises,Deep Sleep Recovery Noise,76.0,63000,False,0.0,0.032,1,-30.704,1,0.0,0.916,0.202,0.103,0.0,0.0,0,sleep
13000,4IlqQhaxrGPxmg35YcXXuS,Aaron Smith;Luvli;Krono,Ibiza 2019,Dancin - Krono Remix,76.0,256000,False,0.751,0.727,10,-9.789,0,0.0304,0.0442,0.0338,0.1,0.28,119.982,4,chicago-house
95050,3QHMxEOAGD51PDlbFPHLyJ,Marc Anthony,3.0,Vivir Mi Vida,76.0,252346,False,0.656,0.877,0,-3.231,0,0.0342,0.345,0.0,0.349,0.894,105.018,4,salsa
18000,2hhFpD32iXUd4GaCu6T4wn,Jon Lajoie,You Want Some of This?,Everyday Normal Guy 2,75.0,195693,True,0.823,0.731,3,-4.273,1,0.307,0.42,0.0,0.306,0.876,90.302,4,comedy
95752,7nDIflSHQXzaa8zupxwv3U,Luis Enrique,Ciclos,Yo No Sé Mañana,75.0,259853,False,0.653,0.827,4,-3.206,0,0.042,0.649,0.0,0.18,0.733,95.223,4,salsa
101095,20GlDz2SYsXF8pzdxguxfe,White Noise Baby Sleep,White Noise for Sleeping Babies,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",75.0,595105,False,0.179,0.00189,1,-25.2,1,0.327,0.982,0.279,0.111,1e-05,81.71,4,sleep
101001,0CMYUXTTTmI6Lwc0opH2XG,Sohn Aelia,Herinneringen,Herinneringen,74.0,172357,False,0.0685,0.00342,0,-37.156,1,0.0418,0.99,0.91,0.106,0.0581,73.644,1,sleep
18015,1ACZpHI5vZ5Ea4xGlkdGWM,Afroman,The Good Times,Crazy Rap (Colt 45 & 2 Zig Zags),74.0,328666,True,0.927,0.367,9,-7.797,1,0.382,0.325,0.0,0.132,0.576,99.053,4,comedy
95651,2naqSVQHgiaoEpxtkVOhmK,Dimension Latina,Una Dimensión De Éxitos,Llorarás,74.0,228554,False,0.704,0.884,8,-6.275,1,0.0527,0.549,0.000364,0.0492,0.964,93.058,4,salsa
95550,47TyfLrGhYHHyyQWk64d0M,Marc Anthony,3.0,Flor Pálida,73.0,280453,False,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,4,salsa
69015,0MHiYjjcHNYM9KURa6NveF,Dabzee;SA,"Manavaalan Thug (From ""Thallumaala"")","Manavaalan Thug - From ""Thallumaala""",72.0,200000,False,0.809,0.583,1,-8.771,1,0.0605,0.356,0.0,0.0622,0.478,96.049,4,malay
101000,07UDTaRYJAsIhUZTyZSUzM,Huma,Ons,Ons,71.0,193239,False,0.111,0.0185,0,-32.335,1,0.0424,0.957,0.94,0.087,0.0459,76.153,3,sleep
101002,5LEHlRPjGcZ5RdagAwXpHS,Little Circuits,Beautiful Imagination,Beautiful Imagination,71.0,143052,False,0.102,0.0333,3,-34.177,1,0.0476,0.797,0.927,0.111,0.0591,89.605,4,sleep
54000,24BYTj1tb5ovZcnIbtdTYD,Seekae;Flume,Test & Recognise (Remixes),Test & Recognise - Flume Re-work,70.0,303660,False,0.544,0.579,8,-8.52,1,0.0712,0.193,1.43e-05,0.117,0.294,109.769,4,idm
49004,3fdK0eZWK2iNOdigAxvDGr,Toneshifterz;Firelite,Paradise,Paradise,70.0,194921,False,0.319,0.861,5,-4.11,1,0.0544,0.0368,7.48e-05,0.252,0.202,149.652,4,hardstyle
95401,5mg6sU732O35VMfCYk3lmX,Lalo Rodriguez,Ven Devórame Otra Vez (Baile Total),Ven Devórame Otra Vez,70.0,314013,False,0.704,0.719,5,-5.353,0,0.0363,0.633,0.00015,0.313,0.962,84.414,4,salsa
101052,48UNHWGzRfk4AOKrCJM7XJ,Minik Knudsen,I et andet liv,I et andet liv,70.0,186500,False,0.0685,0.00769,7,-38.523,1,0.0439,0.991,0.859,0.107,0.111,74.874,3,sleep
95650,1BwrMGGhPA6GarWIYaFrW8,Celia Cruz,Para La Eternidad,La Vida Es Un Carnaval,69.0,278866,False,0.813,0.701,0,-6.508,0,0.0701,0.489,0.00116,0.294,0.855,104.019,4,salsa
101259,1uGy4uNI3SeVUien40Dtzo,Pearl Melendez,Tiniebla,Tiniebla,69.0,209250,False,0.148,0.0109,7,-36.403,1,0.0432,0.978,0.935,0.109,0.0426,72.416,4,sleep
18003,0rRboI6IRuGx56Dq3UdYY4,Afroman,The Good Times,Because I Got High,69.0,197760,True,0.802,0.341,7,-8.56,1,0.488,0.169,0.0,0.0783,0.849,166.01,4,comedy
101202,13CYT9XLC54qtyg0U8aqb7,Yonatan Awate,Hush,Hush,69.0,190000,False,0.0917,0.00935,0,-32.99,1,0.0438,0.97,0.931,0.106,0.0689,73.055,3,sleep
7151,11TmWrHkxwtVcCtEdAXjJA,Watchhouse,Such Jubilee,Daylight,69.0,193533,False,0.582,0.371,2,-9.585,0,0.028,0.912,0.00784,0.108,0.163,128.756,4,bluegrass
101308,6uZF7xC32ewhpsm36IaM5T,Cameron Sinosa,Neblinoso,Neblinoso,68.0,234750,False,0.198,0.00582,7,-37.049,1,0.0466,0.99,0.914,0.17,0.0369,73.79,4,sleep
101201,6oL6yOWVL8zJfwg2mlkMag,Charmaine D'Avis,Dans le noir,Dans le noir,68.0,178500,False,0.132,0.00735,0,-37.541,1,0.0494,0.953,0.864,0.103,0.0564,73.273,5,sleep
101046,2gdCsrNrQlMj2EFnsMFUHA,Weißes Rauschen HD,"Weißes Geräusch Für Tiefen Schlaf, Tinnitus Und Meditation",Weißes Rauschen: Baby Schlafhilfe,67.0,88229,False,0.0788,9.94e-05,10,-26.43,1,0.193,0.117,0.194,0.327,0.0,168.156,1,sleep
101051,2u3TXM5CwRovxFJZID2OuF,Sleepy Clouds,Elevated,Blanket of White,67.0,186088,False,0.133,0.00225,9,-32.465,1,0.0387,0.989,0.929,0.108,0.144,73.028,3,sleep
7300,2XgGdD5d2MW4RNx8KnIjVh,Old Crow Medicine Show,O.C.M.S.,Wagon Wheel,67.0,232133,False,0.621,0.403,9,-8.211,1,0.0359,0.581,0.0,0.114,0.634,145.523,4,bluegrass
101358,1kh6iEcYhNL6jbMr5BVEVG,Oto Roth,Anatomy of Change,Anatomy of Change,66.0,144782,False,0.131,0.00333,5,-35.416,1,0.0405,0.993,0.966,0.123,0.0349,81.947,4,sleep
101356,3aQ46BOZ8C3fOfSFfyEcwq,Sea of Waves,Blue Sphere,Blue Sphere,66.0,162118,False,0.209,0.0391,0,-27.37,1,0.043,0.888,0.838,0.0894,0.0518,60.884,4,sleep
101300,0f5IlhiVWUUq4SGHyrRxIt,Universo,Galaxia,Viento Estelar,66.0,185943,False,0.141,0.0405,3,-29.013,1,0.0382,0.965,0.966,0.0983,0.0378,59.418,4,sleep
101303,70w16KjhO0HQz6eqllKYJo,Vishal Casey,Appreciation,Appreciation,66.0,169000,False,0.206,0.0132,7,-30.649,1,0.0406,0.99,0.974,0.108,0.0872,74.014,3,sleep
101310,41Fp3VZmyloxKUUcWDUrH2,Polysomni,Repouso,Repouso,66.0,236583,False,0.142,0.0126,9,-36.191,0,0.0465,0.982,0.755,0.129,0.0389,141.203,5,sleep
101305,56y8h73SZXnIzR0fGSQlca,Adeline Verver,Turndown Service,Turndown Service,66.0,115800,False,0.164,0.0188,10,-34.105,1,0.0341,0.946,0.893,0.081,0.0593,71.96,4,sleep
101261,620GB7wI2P5ltdAy4hJVHZ,Sanja Göransson,Under Samma Himmel,Under Samma Himmel,66.0,171000,False,0.171,0.00176,2,-34.599,1,0.0444,0.982,0.907,0.107,0.101,67.53,3,sleep
101256,0EGpuh2uzSDi5mnMIvgFui,Hatha Priya,Peaceful Patterns,Peaceful Patterns,66.0,169482,False,0.164,0.0368,9,-33.099,1,0.0447,0.774,0.802,0.111,0.0605,73.206,3,sleep
101251,7zwddyEol0Hg5K8HQd3srX,Sayulita,La Caoba,La Caoba,66.0,159744,False,0.063,0.0295,8,-30.552,0,0.0425,0.864,0.866,0.104,0.117,65.408,3,sleep
101263,01yqm6MIIlCdOXCtrYJpRx,Mila Harper,Mo Chroidhe,Mo Chroidhe,66.0,182741,False,0.159,0.00979,7,-38.361,1,0.0409,0.976,0.938,0.0896,0.0734,66.426,5,sleep
101266,4Q5G40Lq1b1lYp20Bt5Sfo,Baby Sleep,Shhhh Baby Shusher For Sleep,Shhhh Baby Shusher For Sleep,66.0,157361,False,0.216,0.203,0,-26.57,0,0.153,0.000827,0.000466,0.133,0.039,132.84,5,sleep
95300,2wRkBumdItthjYP9XknImg,Marc Anthony;Will Smith;Bad Bunny,Está Rico,Está Rico,66.0,215151,False,0.817,0.74,11,-4.566,0,0.283,0.266,0.0,0.0992,0.674,130.04,4,salsa
101497,6SQsVv2gJLP64Wvua1ohM8,White Noise Baby Sleep,White Noise for Sleeping Babies,Calming Pacific Ocean Roar to Induce Healing Delta Sleep Waves (Nursery Rhymes Lullabies Effect),66.0,590177,False,0.0844,0.199,1,-17.511,1,0.445,0.729,0.995,0.231,1e-05,87.404,3,sleep
18005,7MkysLvt3L8UFji2PceoFU,Lil Dicky;Brendon Urie,Professional Rapper,Molly (feat. Brendon Urie of Panic at the Disco),66.0,244339,True,0.829,0.514,7,-6.694,1,0.037,0.203,0.000157,0.115,0.397,114.955,4,comedy
101054,2S8zzsvlurouRcb7zbJOz1,Nova Issue,Liberation,Liberation,66.0,150000,False,0.127,0.0286,5,-31.27,1,0.046,0.951,0.777,0.107,0.114,76.496,3,sleep
7101,53DVsTZvB16BDP30XmfSef,Watchhouse,Such Jubilee,Old Ties and Companions,66.0,188946,False,0.657,0.368,7,-9.978,1,0.0281,0.884,0.00293,0.109,0.522,116.221,4,bluegrass
101053,4Dduhh8xWr0XCBoVJthchN,Savasana,Lorimor,Lorimor,65.0,139548,False,0.202,0.00618,5,-33.929,1,0.0487,0.968,0.957,0.142,0.0601,63.358,3,sleep
17041,7qekEQyGFRim7qNhxzkaLo,Glee Cast;Darren Criss,Glee: The Music presents The Warblers,Somewhere Only We Know (feat. Darren Criss),65.0,184653,False,0.494,0.556,7,-6.348,1,0.0257,0.433,0.0,0.0969,0.325,85.986,4,club
49009,3QeEf7TMugwZkmn0hPmXio,D-Block & S-te-Fan;DJ Isaac,Harder State Of Mind,Harder State Of Mind,65.0,236800,True,0.515,0.94,9,-2.452,0,0.0478,0.0044,1.06e-05,0.23,0.284,150.051,4,hardstyle
101206,2HBNfSLfBwKWiaSL5bg5jF,Sleepless Eye,Lull,Lull,65.0,179400,False,0.194,0.0304,9,-33.351,1,0.0373,0.875,0.922,0.11,0.0645,66.419,4,sleep
101204,6c0Srq5sb8Bvh2SckSv9gy,Modal Colours,Sonder,Sonder,65.0,181500,False,0.118,0.00216,1,-37.834,1,0.0443,0.969,0.881,0.137,0.0591,72.639,4,sleep
101450,2hIzjuxyItTpPuZZIULExJ,Deep Sleep Music Collective,"Sleeping Music: Calm Music to Help You Sleep, Natural Sleep Aid and Relaxing Piano for Sleep Music",Sleeping Music (Deep Sleep),65.0,118674,False,0.153,0.00197,1,-36.815,1,0.0524,0.968,0.913,0.121,0.039,134.697,1,sleep
101411,0ETgVH10Y5yiljMWO5kNtV,Rebecka Aether,Stories,Stories,65.0,172557,False,0.133,0.0133,5,-33.01,1,0.0422,0.959,0.826,0.105,0.0594,64.156,3,sleep
101413,6ijjVhsdUDrHWTkciKq0nD,Lorelle Paredes,Rituals,Rituals,65.0,144782,False,0.214,0.0422,2,-28.109,1,0.0366,0.994,0.896,0.0969,0.0575,69.912,3,sleep
101312,6FGF4Cx7hxKHwSCojfGSAT,Nadia Bulic,Maglovito,Maglovito,65.0,130750,False,0.107,0.00226,5,-38.182,1,0.0492,0.969,0.901,0.112,0.099,68.013,5,sleep
101302,0FTc7d89oQ0HpTYLjpPd3p,Najma Wallin,Nära,Nära,65.0,197500,False,0.175,0.00727,2,-37.244,1,0.0462,0.964,0.879,0.107,0.101,69.631,3,sleep
95400,0k1hbeZodoEw34FAdbh8xM,El Gran Combo De Puerto Rico,Aqui No Se Sienta Nadie!,Brujeria,65.0,205813,False,0.795,0.623,7,-5.375,1,0.0461,0.565,1.09e-05,0.062,0.96,93.03,4,salsa
